date,air_defense,aircraft,artillery_systems,bbm,cruise_missiles,helicopters,rszv,ships,special_equipment,submarines,tanks,uavs,vehicles,personnel
03.12.2022,0,0,1,3,0,1,0,0,0,0,1,8,8,510
04.12.2022,0,1,2,6,0,0,0,0,0,0,5,1,7,550
05.12.2022,1,0,6,8,0,1,0,0,0,0,2,9,18,540
06.12.2022,0,0,1,5,61,0,0,0,0,0,5,5,8,510
07.12.2022,0,0,8,4,0,0,0,0,0,0,6,14,21,540
08.12.2022,0,0,2,2,0,0,0,0,1,0,2,2,2,340
09.12.2022,0,0,1,1,0,0,0,0,0,0,0,0,3,310
10.12.2022,0,0,1,5,0,0,2,0,3,0,3,0,4,370
11.12.2022,0,0,1,3,0,0,0,0,0,0,2,10,5,380
12.12.2022,0,0,1,8,0,0,0,0,2,0,24,4,4,620
13.12.2022,0,0,2,2,0,0,7,0,1,0,0,0,5,500
14.12.2022,0,0,0,7,0,0,0,0,1,0,4,0,13,740
15.12.2022,0,0,12,9,0,0,2,0,1,0,5,27,1,590
16.12.2022,0,0,3,6,0,0,4,0,0,0,5,4,0,680
17.12.2022,0,0,1,6,61,0,0,0,2,0,5,0,14,420
18.12.2022,0,0,1,5,0,0,0,0,0,0,2,1,2,590
19.12.2022,1,0,5,6,0,0,0,0,1,0,1,8,13,520
20.12.2022,0,0,7,5,0,2,0,0,2,0,7,23,7,430
21.12.2022,0,1,12,5,0,1,2,0,1,0,7,8,9,510
22.12.2022,0,1,6,2,0,0,1,0,0,0,1,5,7,660
23.12.2022,0,0,6,5,0,0,1,0,0,0,2,5,7,550
24.12.2022,0,0,4,8,0,0,4,0,0,0,1,8,5,480
25.12.2022,0,0,3,16,0,0,0,0,0,0,5,0,8,620
26.12.2022,0,0,5,7,0,0,0,0,0,0,5,1,12,550
27.12.2022,0,0,2,7,0,0,0,0,1,0,0,0,5,620
28.12.2022,0,0,1,13,0,0,0,0,0,0,1,0,8,550
29.12.2022,0,0,5,10,0,1,5,0,0,0,1,10,15,790
30.12.2022,0,0,6,12,58,0,0,0,1,0,8,23,8,690
31.12.2022,1,0,6,16,0,1,0,0,0,0,3,6,24,710
01.01.2023,0,0,5,9,12,0,0,0,1,0,2,46,13,760
02.01.2023,0,0,6,9,0,0,0,0,0,0,0,44,5,720
03.01.2023,1,0,6,7,0,1,1,0,0,0,5,3,10,750
04.01.2023,1,0,6,6,0,0,0,0,0,0,2,3,10,720
05.01.2023,0,1,12,2,0,1,2,0,1,0,3,2,14,810
06.01.2023,0,1,8,16,0,1,5,0,0,0,23,0,38,530
07.01.2023,2,0,3,1,0,0,0,0,0,0,2,0,1,490
08.01.2023,0,0,3,5,0,0,0,0,1,0,3,5,3,430
09.01.2023,0,0,4,17,0,3,3,0,0,0,11,7,8,590
10.01.2023,0,0,4,7,0,0,0,0,0,0,4,4,8,710
11.01.2023,0,0,5,5,0,0,3,0,1,0,10,2,9,490
12.01.2023,1,0,4,0,0,1,0,0,0,0,0,3,0,430
13.01.2023,0,1,4,8,0,0,0,0,0,0,4,0,7,740
14.01.2023,1,0,4,6,0,0,0,0,2,0,6,2,13,530
15.01.2023,0,0,4,10,26,0,0,0,1,0,2,5,0,630
16.01.2023,1,0,5,21,0,0,1,0,3,0,12,0,24,790
17.01.2023,0,0,5,11,0,0,3,0,0,0,3,0,7,870
18.01.2023,0,1,4,10,0,0,1,0,0,0,9,4,12,820
19.01.2023,0,0,14,10,0,1,0,0,0,0,6,6,7,760
20.01.2023,0,0,7,6,0,0,0,0,0,0,3,4,7,770
21.01.2023,0,0,6,15,0,0,1,0,3,0,1,5,15,860
22.01.2023,0,0,9,12,0,0,2,0,0,0,5,1,14,600
23.01.2023,0,0,2,8,0,0,2,0,0,0,5,2,4,720
24.01.2023,0,2,2,8,0,4,1,0,1,0,2,3,8,690
25.01.2023,0,1,6,23,0,0,2,0,0,0,9,5,23,910
26.01.2023,0,2,15,27,0,1,2,0,1,0,14,6,19,780
27.01.2023,1,0,11,6,47,1,0,0,4,0,7,33,15,850
28.01.2023,0,1,8,4,0,1,1,0,0,0,7,6,26,800
29.01.2023,0,0,7,22,0,0,0,0,0,0,8,0,10,650
30.01.2023,0,0,1,3,0,0,0,0,0,0,4,0,4,490
31.01.2023,0,0,1,9,0,0,1,0,1,0,0,4,7,850
01.02.2023,0,0,10,4,0,0,4,0,0,0,8,0,13,920
02.02.2023,1,0,5,0,0,0,0,0,0,0,2,0,3,610
03.02.2023,0,1,3,6,0,0,2,0,2,0,4,1,4,840
04.02.2023,3,0,5,6,0,0,0,0,1,0,3,4,13,720
05.02.2023,2,0,6,11,0,0,0,0,0,0,2,2,10,700
06.02.2023,0,0,5,10,0,0,1,0,0,0,11,0,13,870
07.02.2023,0,0,1,28,0,0,0,0,5,0,14,0,3,1030
08.02.2023,1,1,4,15,0,1,0,0,3,0,8,3,5,910
09.02.2023,4,0,8,10,0,0,2,0,0,0,2,6,9,910
10.02.2023,1,0,7,3,0,1,0,0,0,0,3,3,5,730
11.02.2023,1,0,19,3,61,0,0,0,3,0,9,27,8,1140
12.02.2023,0,1,17,14,0,0,2,0,1,0,13,10,14,900
13.02.2023,0,0,3,4,0,0,0,0,2,0,3,0,2,560
14.02.2023,0,2,9,8,0,0,1,0,1,0,3,4,5,740
15.02.2023,2,0,4,7,0,0,0,0,1,0,4,0,6,690
16.02.2023,3,0,3,10,0,1,0,0,0,0,6,1,6,690
17.02.2023,2,0,16,3,14,0,1,0,2,0,2,1,20,800
18.02.2023,2,0,4,13,0,0,2,0,2,0,5,3,9,1010
19.02.2023,0,0,1,12,2,0,0,0,1,0,7,0,0,590
20.02.2023,0,1,7,8,0,0,2,0,1,0,6,2,13,820
21.02.2023,0,0,4,9,0,0,0,0,1,0,10,5,1,760
22.02.2023,0,0,7,7,0,0,0,0,0,0,8,3,2,620
23.02.2023,1,0,7,24,0,0,0,0,2,0,16,3,3,790
24.02.2023,3,0,11,7,0,0,3,0,1,0,13,4,9,970
25.02.2023,0,0,10,9,0,1,1,0,1,0,12,2,11,650
26.02.2023,0,0,7,6,0,0,0,0,0,0,6,2,7,660
27.02.2023,0,1,0,6,0,0,0,0,0,0,4,11,6,560
28.02.2023,0,0,3,9,0,0,3,0,0,0,3,3,4,550
01.03.2023,0,0,10,8,0,0,1,0,0,0,7,4,5,650
02.03.2023,0,0,5,20,0,0,1,0,0,0,2,3,7,715
03.03.2023,0,1,4,15,0,1,4,0,0,0,8,3,17,765
04.03.2023,0,1,12,10,0,0,3,0,0,0,4,5,8,820
05.03.2023,1,0,12,9,0,0,1,0,2,0,5,5,10,930
06.03.2023,2,0,7,11,0,0,0,0,2,0,9,15,8,650
